code,label,description,parent_code,examples
71354100,Digital mapping services,FRAMEWORK SERVICE CONTRACT FOR COPERNICUS EMERGENCY MANAGEMENT SERVICE (CEMS) RISK AND RECOVERY MAPPING (RRM) TAILOR-MADE PRODUCTS (FLEX),,"FRAMEWORK SERVICE CONTRACT FOR COPERNICUS EMERGENCY MANAGEMENT SERVICE (CEMS) RISK AND RECOVERY MAPPING (RRM) TAILOR-MADE PRODUCTS (FLEX) || The 4th phase of the Copernicus Emergency Management Service (CEMS) includes a framework contract with reopening of competition for flexible products (so called FLEX). The service consists of the on-demand provision of geospatial information. This information supports emergency management activities not related to the immediate response phase.This service addresses prevention, preparedness, disaster risk reduction and/or recovery phases. Economic operators are invited to participate in the request for information at the following link: https://ec.europa.eu/eusurvey/runner/CEMS_Flex_2023. || Italy – Digital mapping services – FRAMEWORK SERVICE CONTRACT FOR COPERNICUS EMERGENCY MANAGEMENT SERVICE (CEMS) RISK AND RECOVERY MAPPING (RRM) TAILOR-MADE PRODUCTS (FLEX) || The current call for tenders will result in a multiple framework contract with reopening of competition supporting the 4th phase of the Copernicus Emergency Management Service (CEMS). The framework contract will provide the contracting authority with a flexible products service (FLEX), consisting of on-demand provision of geospatial information which supports emergency management activities not related to the immediate response phase. This FLEX service addresses prevention, preparedness, disaster risk reduction and/or recovery phases."
71354300,Cadastral surveying services,"Katastrimõõdistamise tellimine Rail Baltica projekti raames: pakkumuse esitamise kutse nr 6 (Harju maakond, Tallinn ja Rae vald)",,"Katastrimõõdistamise tellimine Rail Baltica projekti raames: pakkumuse esitamise kutse nr 6 (Harju maakond, Tallinn ja Rae vald) || Hanke objektiks on Harju maakonnas Tallinna linnas asuva ühe kinnisasja ning Rae vallas asuva kuue kinnisasja jagamisel uute katastriüksuste moodustamine. Töö täpsem kirjeldus on esitatud Exceli tabelis. || Estonia – Cadastral surveying services – Katastrimõõdistamise tellimine Rail Baltica projekti raames: pakkumuse esitamise kutse nr 6 (Harju maakond, Tallinn ja Rae vald) || Katastrimõõdistamise tellimine Rail Baltica projekti raames: pakkumuse esitamise kutse nr 8 (Harju maakond, Rae vald) || Hanke objektiks on Harju maakonnas Rae vallas asuva kuue kinnisasja jagamisel uute katastriüksuste moodustamine. Töö täpsem kirjeldus on esitatud Exceli tabelis. || Estonia – Cadastral surveying services – Katastrimõõdistamise tellimine Rail Baltica projekti raames: pakkumuse esitamise kutse nr 8 (Harju maakond, Rae vald) || Katastrimõõdistamise tellimine Rail Baltica projekti raames: pakkumuse esitamise kutse nr 7 (Rapla maakond, Kohila ja Rapla vald) || Hanke objektiks on Rapla maakonnas Rapla ja Kohila vallas asuva nelja kinnisasja jagamisel uute katastriüksuste moodustamine. Töö täpsem kirjeldus on esitatud Exceli tabelis."
71620000,Analysis services,Off-site analytical support to site Laboratory for Radioactivity Measurements of Joint Research Centre Ispra,,Off-site analytical support to site Laboratory for Radioactivity Measurements of Joint Research Centre Ispra || Italy – Analysis services – Off-site analytical support to site Laboratory for Radioactivity Measurements of Joint Research Centre Ispra
71900000,Laboratory services,Laboriteenuste raamhange,,Laboriteenuste raamhange || Estonia – Laboratory services – Laboriteenuste raamhange
72000000,"IT services: consulting, software development, Internet and support",TECHNICAL SUPPORT FOR THE DEVELOPMENT AND UPDATE OF EUROMOD – 13 LOTS,,"TECHNICAL SUPPORT FOR THE DEVELOPMENT AND UPDATE OF EUROMOD – 13 LOTS || EUROMOD is a tax-benefit microsimulation model, which covers in a consistent manner the Member States of the European Union. The model allows to study the effects of taxes and social benefits on household incomes and work incentives for the population of each country and for the EU as a whole. EUROMOD is unique in its area as it features a great flexibility in the scope of its simulation and ensures cross-country consistency of the modelling approach and comparability of the results. The contracts are intended to provide the Commission with services that support the development and update of the microsimulation model EUROMOD for 13 country-specific modules: Belgium (lot 1), Bulgaria (lot 2), Cyprus (lot 3), Finland (lot 4), Hungary (lot 5), Ireland (lot 6), Italy (lot 7), Latvia (lot 8), Lithuania (lot 9), Malta (lot 10), Poland (lot 11), Spain (lot 12), Sweden (lot 13). || Spain – IT services: consulting, software development, Internet and support – TECHNICAL SUPPORT FOR THE DEVELOPMENT AND UPDATE OF EUROMOD – 13 LOTS"
72200000,Software programming and consultancy services,Keskkonnaseire infosüsteemi (KESE) arendus- ja hooldustööde realiseerimine,,"Keskkonnaseire infosüsteemi (KESE) arendus- ja hooldustööde realiseerimine || Estonia – Software programming and consultancy services – Keskkonnaseire infosüsteemi (KESE) arendus- ja hooldustööde realiseerimine || Tallinna sporditegevuse toetuste infosüsteemi arendus-, hooldus- ja majutusteenus || Riigihanke eesmärgiks on Tallinna sporditegevuse toetuse infosüsteemi (PAI2) uue tarkvararakenduse väljatöötamine, selle edasine hooldus- ja majutusteenus, sh täiendavate arendustööde tellimine. || Estonia – Software programming and consultancy services – Tallinna sporditegevuse toetuste infosüsteemi arendus-, hooldus- ja majutusteenus || SAP arendus ja hooldus || Hankelepingu esemeks on Tervisekassa SAP tarkvararakendustes arendustööde ja realiseeritud funktsionaalsusetele hoolduse pakkumine, sh nn kliendipoolsete arenduste (programmide) ning tarkvararakenduste seadistuste loomine ja muutmine. Lisaks arendustöödele kuulub pakutavate tööde hulka ka äri- ja süsteemianalüüsi teostamine tellija poolse sisendi ja tööle püstitatud eesmärgist lähtuvalt. Samuti kuulub teostatavate tööde hulka veebiteenuste loomine (sh x-tee teenused) ja nendega liidestumine. Vajadusel tuleb muudatused juurutada toodangusüsteemides ja teostada juurutamisjärgne kontroll süsteemi töö jätkumises ja funktsionaalsuste toimimises. || Estonia – Software programming and consultancy services – SAP arendus ja hooldus"
72220000,Systems and technical consultancy services,Infoturbe rakendusuuringud ja arendused 2023-2027,,Infoturbe rakendusuuringud ja arendused 2023-2027 || Estonia – Systems and technical consultancy services – Infoturbe rakendusuuringud ja arendused 2023-2027
72260000,Software-related services,Jamf Pro litsentsid ja tootetugi,,"Jamf Pro litsentsid ja tootetugi || Jamf Pro litsentside ja tootetoe raamhange || Estonia – Software-related services – Jamf Pro litsentsid ja tootetugi || MIM (identiteedihaldus) arendus- ja hooldustööd 2 || Riigihanke eesmärk on sõlmida raamleping täitjaga, kes jätkab arendamist ja hakkab hooldama ning teostama tugitöid identiteedi- ja juurdepääsuhalduse tarkvarale „Microsoft Identity Management“. || Estonia – Software-related services – MIM (identiteedihaldus) arendus- ja hooldustööd 2"
72261000,Software support services,Dünaamiline hankesüsteem litsentside soetamiseks,,"Dünaamiline hankesüsteem litsentside soetamiseks || TEHIK loob järgnevateks aastateks dünaamilise hankesüsteemi, mille alusel on võimalik tellida litsentse koos nende juurde kuuluvaga. Täpsemad teenuse tellimise tingimused nõuded on võimalik panna paika alles seotud hanke (konkurss olemasoleva DHS alusel) läbiviimisel, mis tagab paindlikkuse litsentside tellimiseks vajaduspõhiselt ning samas võimaldab hankida lühema tähtajaga, kui avatud või rahvusvahelises menetluses. || Oracle litsentsid ja tooteugi || Estonia – Software support services – Dünaamiline hankesüsteem litsentside soetamiseks || Atlassian tootepere DC/Cloud litsentsid ja tootetoed || Estonia – Software support services – Atlassian tootepere DC/Cloud litsentsid ja tootetoed"
72262000,Software development services,Oracle WCC arendamine ja konfigureerimine,,"Oracle WCC arendamine ja konfigureerimine || Oracle WCC arendus ja konfiguratsioonitööde teostamine lepingupartneri poolt. || Estonia – Software development services – Oracle WCC arendamine ja konfigureerimine || Tallinna kinnisvara üüriarvestussüsteem || Hankija soetab üüriarvestuse infosüsteemi (edaspidi nimetatud ka süsteem) kasutamisõiguse koos arendus-, hooldus- ja majutusteenuse osutamisega (edaspidi ühiselt nimetatud ka teenus), mis hõlmab Tallinna linna omandis ja linna poolt renditava vara (hooned, eluruumid, äriruumid, rajatised) hankija nõuetele vastavat üüriarvestust, mis võimaldab hankijal ette valmistada ning koostada üüri- ja kommunaalteenuste arveid üürnikele/rentnikele, tagades raamatupidamislike nõuete täitmise ning vajalikud liidestused teiste infosüsteemidega. || Estonia – Software development services – Tallinna kinnisvara üüriarvestussüsteem || Statistika andmetöötluse ja analüüsi süsteemi arendamine || Estonia – Software development services – Statistika andmetöötluse ja analüüsi süsteemi arendamine"
72310000,Data-processing services,Andmelao arendus ja haldus,,Andmelao arendus ja haldus || Andmelao arenduse ja halduse hanke eesmärgiks on koondada kõik AS Hoolekandeteenuses toodetavad andmed ühte kohta tagamaks andmete säilivuse ja käideldavuse. Samuti kogutud andmete põhjal ettevõtte juhtimiseks ja teenuste arenguks vajalike aruannete ja koondnäitajate koostamine ning graafiline kuvamine. || Estonia – Data-processing services – Andmelao arendus ja haldus
72316000,Data analysis services,Eesti jäämurdeteenuse osutamise alternatiivide analüüs,,Eesti jäämurdeteenuse osutamise alternatiivide analüüs || Estonia – Data analysis services – Eesti jäämurdeteenuse osutamise alternatiivide analüüs
72319000,Data supply services,Copernicus Global Land Cover and Tropical Forest Mapping and Monitoring,,"Copernicus Global Land Cover and Tropical Forest Mapping and Monitoring || The Copernicus Global Land Service will procure a dynamic global land surface characterization, global annual land cover mapping and tropical forest monitoring products at 10m resolution. The procurement will ensure the continuity of the production of the Global Land Cover map collection, the provision of a continuous dynamic generation of land surface and cover characteristics on sub-annual and annual basis and the development and implementation of a tropical forest monitoring component. || ['The Copernicus Global Land Service will procure a dynamic global land surface characterization, global annual land cover mapping and tropical forest monitoring products at 10m resolution. The procurement will ensure the continuity of the production of the Global Land Cover map collection, the provision of a continuous dynamic generation of land surface and cover characteristics on sub-annual and annual basis and the development and implementation of a tropical forest monitoring component.'] || Italy – Data supply services – Copernicus Global Land Cover and Tropical Forest Mapping and Monitoring"
72600000,Computer support and consultancy services,Tallinna linna hallatavate asutuste IT-haldusteenus,,Tallinna linna hallatavate asutuste IT-haldusteenus || Riigihanke eesmärk on IT haldusteenuse tellimine Tallinna linna hallatavatele asutustele. || Estonia – Computer support and consultancy services – Tallinna linna hallatavate asutuste IT-haldusteenus || IT-tugiteenus ametiasutustele || Estonia – Computer support and consultancy services – IT-tugiteenus ametiasutustele
72720000,Wide area network services,Andmesideteenus Tallinna hallatavatele asutustele,,Andmesideteenus Tallinna hallatavatele asutustele || Estonia – Wide area network services – Andmesideteenus Tallinna hallatavatele asutustele
72910000,Computer back-up services,Integreeritud pilvevarunduse tarkvara,,"Integreeritud pilvevarunduse tarkvara || Hankeobjektiks on integreeritud pilvevarundus tarkvara kasutamine ja tehniline tugi Riigipilve virtuaalmasinate varundamisel. Hange ei ole osadeks jaotatud, sest hankelepingu eseme näol on tegemist ühtse jagamatu tervikuga. || Estonia – Computer back-up services – Integreeritud pilvevarunduse tarkvara"
73110000,Research services,Liivi lahe keskkonnamõjude hindamise uuring linnustikule,,"Liivi lahe keskkonnamõjude hindamise uuring linnustikule || Liivi lahe keskkonnamõjude hindamise uuring linnustikule, digitaalse õhu-uuringuna peatuvate veelindude kohta. Uuringu eesmärk on hinnata uuritava ala olulisust veelindude peatumis-, toitumis- ja/või sulgimisalana, hankides avamerelindude kolooniate kohta andmed nende arvukuse kohta eri aastaaegadel ning ruumilise leviku kohta. Uuringu tulemusena selgitatakse välja veelindude rände-, sulgimis- ja talvitumiskogumite levikumustrid ning arvukustihedus. || Estonia – Research services – Liivi lahe keskkonnamõjude hindamise uuring linnustikule || Nahkhiirte uuring tuuleenergeetika eelisarendusalade leidmiseks Keskkonnaagentuurile || Nahkhiirte ja neile sobivate elupaikade olemasolu välja selgitamine potensiaalsetel tuuleenergeetika eelisarendusaladel. Töö sisaldab väliuuringuid, sh öiseid ultrahelidetektorsalvestusi erinevates elupaigatüüpides eelnevalt valitud tuuleenergeetika eelisarendusaladel. Täpsemad tingimused hanke alusdokumentides. || Estonia – Research services – Nahkhiirte uuring tuuleenergeetika eelisarendusalade leidmiseks Keskkonnaagentuurile || Linnustiku uuring tuuleenergeetika eelisarendusalade leidmiseks Keskkonnaagentuurile || Kaitsekorralduslikult oluliste jt tuuleenergeetika arendamise suhtes tundlike linnuliikide pesitsus-, rände- ja toitumiselupaikade ning neile toimiva tuuleenergeetika arenduse mõju olemasolu välja selgitamine tuuleenergeetika eelisarendusaladel. Töö sisaldab väliuuringuid erinevates elupaigatüüpides eelnevalt valitud tuuleenergeetika eelisarendusaladel. Täpsemad tingimused hanke alusdokumentides."
73200000,Research and development consultancy services,Natura elupaigatüüpide inventuur 2023-2024 (Keskkonnaamet),,"Natura elupaigatüüpide inventuur 2023-2024 (Keskkonnaamet) || Natura elupaigatüüpide inventuur perioodil 2023-2024 || Inventeerida piiritletud märgade metsaelupaigatüüpide taastamisaladel elupaigatüübid kokku 2011 ha suurusel alal ning registreerida elupaigatüüpide inventuuri käigus leitud võõrliikide ja kaitsealuste liikide leiukohad. Inventuur viia läbi järgmistel valitud aladel (kaardikiht Margade metsade taastamisalade inventuur): 1. Mustassaare, Alutaguse rahvuspark, pindalaga 274 ha; 2. Luusika, Luusika looduskaitseala, pindalaga 446 ha; 3. Pihla-Kaibaldi, Pihla-Kaibaldi looduskaitseala, pindalaga 426 ha; 4. Soomaa 3, Soomaa rahvuspark, pindalaga 222 ha; 5. Tudusoo, Tudusoo looduskaitseala, pindalaga 643 ha. || Estonia – Research and development consultancy services – Natura elupaigatüüpide inventuur 2023-2024 (Keskkonnaamet) || Support to the Economic Modelling of Agriculture and Rural Development Policies in Europe III || This framework contract will provide the Commission, in particular the Units D.4 - Economics in Agriculture and D.5 - Food Security of the Joint Research Centre, with proven high-quality expertise in using and developing (agro-)economic modelling tools and with the ability to provide the Commission with the required technical support, analysis and evaluation for the analysis of agricultural and related policies in Europe. A central point of the support requested under this contract is on the technical support for model maintenance, development and application of core agro-economic models used in the respective JRC units (in particular Aglink-Cosimo, AGMEMOD, CAPRI, IFM-CAP, MAGNET, CGEBox, and the BioSAMs). || ['This framework contract will provide the Commission, in particular the Units D.4 - Economics in Agriculture and D.5 - Food Security of the Joint Research Centre, with proven high-quality expertise in using and developing (agro-)economic modelling tools and with the ability to provide the Commission with the required technical support, analysis and evaluation for the analysis of agricultural and related policies in Europe. A central point of the support requested under this contract is on the technical support for model maintenance, development and application of core agro-economic models used in the respective JRC units (in particular Aglink-Cosimo, AGMEMOD, CAPRI, IFM-CAP, MAGNET, CGEBox, and the BioSAMs).'] || Spain – Research and development consultancy services – Support to the Economic Modelling of Agriculture and Rural Development Policies in Europe III"
73210000,Research consultancy services,EU public Artificial Intelligence driven database of human biology-based Non-Animal Methods for biomedical research,,"EU public Artificial Intelligence driven database of human biology-based Non-Animal Methods for biomedical research || The aim of this project is to develop an automated database that collects and structures information on new approach methodologies (NAMs) in use for biomedical research. NAMs correspond to in vitro methods based on human cells and engineered tissues or in silico approaches employing computer modelling and simulation. Using automated approaches, such as Machine Learning or Artificial Intelligence, to mine the vast body of published literature will enable the creation and maintenance of an up-to-date, state of the art knowledge source collating NAMs applied to biomedical research, allowing the extension of already collected models both in time and in scope with the addition of new diseases categories. || Italy – Research consultancy services – EU public Artificial Intelligence driven database of human biology-based Non-Animal Methods for biomedical research || ['The aim of this project is to develop an automated database that collects and structures information on new approach methodologies (NAMs) in use for biomedical research. NAMs correspond to in vitro methods based on human cells and engineered tissues or in silico approaches employing computer modelling and simulation. Using automated approaches, such as Machine Learning or Artificial Intelligence, to mine the vast body of published literature will enable the creation and maintenance of an up-to-date, state of the art knowledge source collating NAMs applied to biomedical research, allowing the extension of already collected models both in time and in scope with the addition of new diseases categories.'] || Framework Contract for EU policy lab || Service related to the enhancement of the role of the EU Policy Lab, including foresight, design for policy, behavioural insights and related translation services. || ['Framework contract for Foresight for Policy (to provide support to the Competence Centre on Foresight in developing content, applying foresight tools, methods and approaches to co-develop effective anticipatory approaches to support EU policy development)', 'Framework contract for Behavioural insight – recruitment of participants for online experiments (to provide access to relevant pools of potential participants (‘online panels’) to take part in online experiments)', 'Framework contract - Design services for the EU Policy Lab (to provide service design and strategic design, product and graphic design, and design research)', 'Framework contract for Translation services for the EU policy lab (to provide translation of material needed for online experiments and other activities of the EU policy lab)'] || Italy – Research consultancy services – Framework Contract for EU policy lab"
77210000,Logging services,Käsitsiraiena harvendus- ja sanitaarraie- ning kokkuveoteenuste tellimine Edela regioonis 2023 (2),,Käsitsiraiena harvendus- ja sanitaarraie- ning kokkuveoteenuste tellimine Edela regioonis 2023 (2) || Käsitsiraiena harvendus- ja sanitaarraie- ning kokkuveoteenuste tellimine Edela regioonis 2023 || Käsitsiraiena harvendus- ja sanitaarraie ning vajadusel kujundus- ja uuendusraie ning kokkuveoteenuseid hankelepingu (raamlepingu) alusel. || Estonia – Logging services – Käsitsiraiena harvendus- ja sanitaarraie- ning kokkuveoteenuste tellimine Edela regioonis 2023 (2) || Harvendusraie- ja kokkuveoteenuste tellimine Kagu regioonis 2023-1 || Harvendusraie- ja kokkuveoteenuste tellimine Kagu regioonis || Estonia – Logging services – Harvendusraie- ja kokkuveoteenuste tellimine Kagu regioonis 2023-1 || Estonia – Logging services – Käsitsiraiena harvendus- ja sanitaarraie- ning kokkuveoteenuste tellimine Edela regioonis 2023
77310000,Planting and maintenance services of green areas,Varjupuude istutamine ja hooldamine I,,Varjupuude istutamine ja hooldamine I || Riigihanke esemeks on Tallinna linna puude istutamine ja nende hooldamine. || Antud osa alt soovib Tallinna Keskkonna- ja Kommunaalamet tellida asendusistutusena haljastuse rajamise ja hooldamise teenust. || Estonia – Planting and maintenance services of green areas – Varjupuude istutamine ja hooldamine I
77312100,Weed-killing services,Karuputke võõrliikide tõrje tellimine Eestis 2023. aastal (Keskkonnaamet),,Karuputke võõrliikide tõrje tellimine Eestis 2023. aastal (Keskkonnaamet) || Karuputke võõrliikide tõrje tellimine Eesti kolooniates. || Karuputke võõrliikide tõrje vastavalt riigihanke alusdokumentidele. || Estonia – Weed-killing services – Karuputke võõrliikide tõrje tellimine Eestis 2023. aastal (Keskkonnaamet)
77313000,Parks maintenance services,Pärnu haljasalade hooldus Paikuse osavallas,,Pärnu haljasalade hooldus Paikuse osavallas || Pärnu linna haljasalade hooldus Paikuse osavallas riigihanke alusdokumentide tehnilises kirjelduses nimetatud objektidel vastavalt hooldusnõuetele. || Estonia – Parks maintenance services – Pärnu haljasalade hooldus Paikuse osavallas
77314000,Grounds maintenance services,Toila valla haljasalade hooldamine 2023-2025.a,,"Toila valla haljasalade hooldamine 2023-2025.a || Toila valla kahe piirkonna: Osa I -Toila ja Voka, Osa II -Kohtla ja Kohtla-Nõmme piirkonna haljasalade hooldamine sh. niitmine, puulehtede multšimine, puulehtede koristamine. || Toila ja Voka piirkonna haljasalade hooldus sh. niitmine, puulehtede multšimine, puulehtede koristus || Estonia – Grounds maintenance services – Toila valla haljasalade hooldamine 2023-2025.a || Kehtna valla haljasalade hooldus 2023-2025 || Kehtna valla haldusterritooriumil asuvate haljasalade hooldus vastavalt hankedokumentatsioonile. Lepingu periood 01.05.2023-15.11.2025. Hankija kasutab pakkumuste kontrollimisel pöördmenetlust. Alltöövõtt ei ole lubatud. || Eidapere piirkonda kuuluvad Eidapere aleviku, Reonda, Kenni, Lokuta külade haljasalad. || Estonia – Grounds maintenance services – Kehtna valla haljasalade hooldus 2023-2025"
77400000,Zoological services,Hulkuvate loomadega läbiviidavad toimingud aastatel 2024-2028,,Hulkuvate loomadega läbiviidavad toimingud aastatel 2024-2028 || Riigihanke objektiks on loomadega ja Tartu linna loomade varjupaiga haldamisega seotud tööde teostamine Tartu linna halduspiires 01.01.2024. a kuni 31.12.2028. a riigihanke alusdokumentides määratletud tingimustel || Estonia – Zoological services – Hulkuvate loomadega läbiviidavad toimingud aastatel 2024-2028
79221000,Tax consultancy services,Välisesindajate palga- ja maksuarvestuse teenus,,"Välisesindajate palga- ja maksuarvestuse teenus || Tööandja kohustuste õiguspärasuse tagamiseks töötasude - ning tööjõumaksude arvestamisel, töötamise - ja maksude deklareerimisel vastavalt välisriigi ja/või Eesti õiguse alusel, otsib hankija teenuse osutajat, kes teostaks ja koordineeriks RHAD Lisas 1 toodud tegevusi ning kaasaks vajadusel oma kontaktvõrgustiku kaudu pädevaid partnereid vastavas välisriigis. || Estonia – Tax consultancy services – Välisesindajate palga- ja maksuarvestuse teenus"
79311000,Survey services,Survey on the state of play of digitalisation in EU agriculture,,"Survey on the state of play of digitalisation in EU agriculture || This project aims to collect data through surveys to contribute to the assessment of the state of play of digitalization in the EU agriculture. The survey must cover technologies such as precision farming, real time applications, terrestrial and aerial drones, tools on prices, sensors, artificial intelligence, blockchain, satellite imagery, big data and analytics, agricultural decision support systems, etc. Further, the survey must investigate (i) the scope of the digital application on the farm and its sustainability implications (ii) bottlenecks and drivers for the adoption of digitalization, types of uses, investments, support services, and gaps in skills as well as (iii) the propensity of EU farmers to pursue investments in digitalization in the future. The target population of the survey will be EU farmers. The survey must be done through face-to-face interviews and other methods (telephone, virtual meeting) in at least six Member States. || Spain – Survey services – Survey on the state of play of digitalisation in EU agriculture"
79340000,Advertising and marketing services,Eesti turismi B2B esindusteenuse tellimine Prantsusmaa sihtturul,,"Eesti turismi B2B esindusteenuse tellimine Prantsusmaa sihtturul || Müügiedenduse ja äriturunduse tegevuste elluviimine ning ärikliendile ja lõpptarbijale suunatud kommunikatsiooni tegevuste elluviimine Prantsusmaal. Täpsemalt riigihanke alusdokumentides. || Estonia – Advertising and marketing services – Eesti turismi B2B esindusteenuse tellimine Prantsusmaa sihtturul || Work in Estonia digiturundus- ja loovteenus || Riigihanke esemeks on Worki in Estonia digiturunduse fookusega turundustegevuste elluviimine koos loov- ja meediateenusega nii Eestis kui Work in Estonia sihtriikides. || Estonia – Advertising and marketing services – Work in Estonia digiturundus- ja loovteenus || Loovlahenduste ja kommunikatsiooniteenuste tellimine vaktsineerimise teavituskampaaniate läbiviimiseks || Riigihanke eesmärgiks on leida reklaamide loovidee ja loovlahenduse kontseptsiooni väljatöötamine ja teostamine; materjalide tootmine ja edastamine vastavalt meediaplaanile; loovlahendust toetava integreeritud kommunikatsiooni- ja turundusstrateegiate ja -plaanide väljatöötamine ja teostamine; kampaaniate projektijuhtimine, disain, tekstide kirjutamine kasutades vajadusel kõneisikuid ja mõjuisikuid ning tekstide toimetamine, tõlkimine vene keelde (vajadusel ka inglise ja ukraina keelde); loovlahenduste, kommunikatsiooni- ja turundustegevuste teostamiseks vajalike allhangete korraldamine ja järelevalve."
79341400,Advertising campaign services,Peresõbraliku tööandja märgise kommunikatsiooni tegevused Sotsiaalministeeriumile,,"Peresõbraliku tööandja märgise kommunikatsiooni tegevused Sotsiaalministeeriumile || Hankelepingu täitmisel läbiviidavateks tegevusteks on peresõbraliku tööandja märgise uute teavitustegevuste planeerimine, väljatöötamine ja elluviimine kooskõlastatult tellijaga ning eelnevalt välja töötatud kommunikatsioonimaterjalide kasutamine ja levitamine (teavitustegevus) ning märgise saanud tööandjate tunnustamiseks tunnustusürituse korraldamine. Täpsemad tingimused hanke alusdokumentides. || Estonia – Advertising campaign services – Peresõbraliku tööandja märgise kommunikatsiooni tegevused Sotsiaalministeeriumile || Eesti Loto reklaamiteenuste partneri leidmine || Hanke eesmärgiks on AS Eesti Lotole reklaamiteenuste partneri leidmine hankedokumentides kirjeldatud tingimustel. || Estonia – Advertising campaign services – Eesti Loto reklaamiteenuste partneri leidmine"
79400000,Business and management consultancy and related services,Ringdisaini meistriklass 2023,,Ringdisaini meistriklass 2023 || Estonia – Business and management consultancy and related services – Ringdisaini meistriklass 2023
79411100,Business development consultancy services,"Rahvusvaheliste ekspertide kaasamine ettevõtetele (USA ja muu maailm, v.a Euroopa, Aasia, Lähis-Ida, Aafrika)",,"Rahvusvaheliste ekspertide kaasamine ettevõtetele (USA ja muu maailm, v.a Euroopa, Aasia, Lähis-Ida, Aafrika) || Hanke esemeks on projektijuhtimisteenuse osutamine, kui ettevõte siseneb teenusesse oma eksperdiga RHAD Lisa 1 punktis 3.1.1 nimetatud sihtturgudele. || Estonia – Business development consultancy services – Rahvusvaheliste ekspertide kaasamine ettevõtetele (USA ja muu maailm, v.a Euroopa, Aasia, Lähis-Ida, Aafrika)"
79416000,Public relations services,E-residentsuse suhtekorralduse ja äriarenduse teenus,,"E-residentsuse suhtekorralduse ja äriarenduse teenus || Äriarenduse, kommunikatsiooni ja suhtekorraldustegevuste teostmine, et Eesti e-residentsuse programmi kuvand Eestis ja väljaspool Eestit oleks ühtne ning programmi äriarenduslikud, mainekujunduslikud ja teavitusega seotud eesmärgid saaksid täidetud. Tegevused viiakse põhilises osas ellu välisturgudele suunatult, kuid ka Eestis. E-residentsuse sihtgruppideks on eelkõige: Välisriikides: iduettevõtjad, kaugettevõtjad, vabakutselised, üksikisikust ettevõtjad, diginomaadid, Euroopa Liidus tegutsevad ettevõtjad, Euroopa Liidule ligipääsu soovivad ettevõtjad, kommunikatsiooniagentuurid, ajakirjanikud ja laiem avalikkus. Eesti siseselt: riigi- ja erasektori koostööpartnerid, arvamusliidrid, e-residentsuse liitlased, ajakirjanikud, laiem avalikkus. || Kampaaniate raames tellitakse mainekujunduse tegevuseid nii Eesti kui ka globaalsel suunal. || Estonia – Public relations services – E-residentsuse suhtekorralduse ja äriarenduse teenus || Kampaaniate raames tellitakse suhtekorraldusteenuseid, et saavutada E-residentsuse toote suurem tuntus ja tsiteeritavus välisajakirjanduses, peamiste sihtgruppide kaasatus (mõõdetav veebikülastuste ja taotluste arvu tõusmisega) ja sotsiaalmeedia ning uue meedia kaasatud (social echo, viraalsed postitused, tsiteeritavus)."
79416200,Public relations consultancy services,EU Policy and Outreach Partnership in Canada III,,"EU Policy and Outreach Partnership in Canada III || EU Policy and Outreach Partnership contracts (EUPOP) are a key component of EU’s Public Diplomacy engagement reinforcing the capacity of EU Delegations to engage with key audiences and partners and build alliances and networks. The aim of EU POP Canada III is to continue building trust and mutual understanding between the EU and Canadian citizens by enhancing the understanding of the EU in Canada, consolidate the perception of the EU as a relevant partner for Canadians and ultimately facilitate future cooperation. The contract will implement long-term engagement initiatives reinforcing people-to-people contacts, foster relevant networks and exchanges among (inter alia) opinion leaders, decision makers, influencers, multipliers, think tanks, academia, youth, media, civil society, business organisations, the cultural sector at the federal, provincial and local level on different policy priorities. || Brazil – Public relations consultancy services – EU Policy and Outreach Partnership in Canada III"
79530000,Translation services,Kaugtõlketeenuse rakendus,,Kaugtõlketeenuse rakendus || Lahenduse eesmärk on muuta teenuse kasutamine ja selle osutamine mugavamaks nii kliendile kui ka teenust osutavale tõlgile. || Estonia – Translation services – Kaugtõlketeenuse rakendus
79800000,Printing and related services,Ajakirjade kirjastamine ning trükkimine,,"Ajakirjade kirjastamine ning trükkimine || Seotud hankega ostetakse vastavalt seotud hanke alusdokumentidele ajakirja kirjastamise- ning trükiteenust. || Estonia – Printing and related services – Ajakirjade kirjastamine ning trükkimine || ajakirja Eesti Mets väljaandmine || Ajakirja ""Eesi Mets"" seitsme numbri väljaandmine vastavalt tehnilises kirjelduses ja hankelepingu projektis toodud tingimustele. Kahel aastal tuleb välja anda iga kvartal (alates 2023 teisest kvartalist) üks ajakirjanumber (kokku 7 numbrit). Esimese ajakirja eeldatav väljaandmise aeg on 2023 mai. || Estonia – Printing and related services – ajakirja Eesti Mets väljaandmine"
